date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:40:20	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2007%20Aug%202018%2004:40:20%20GMT	https://thepuppetshow.co.za/the-circus-is-here/?share=google-plus-1	C:/Development/ILS/ThePuppetShow/thepuppetshow.co.za/the-circus-is-here/index386f.html	(from https://thepuppetshow.co.za/the-circus-is-here/)
06:40:21	23681/23681	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Aug%202018%2004:40:21%20GMT	https://thepuppetshow.co.za/sharing-a-shell/wordpress_test_cookie=test;%20path=/	C:/Development/ILS/ThePuppetShow/thepuppetshow.co.za/sharing-a-shell/wordpress_test_cookie=test;%20path=/index.html	(from https://thepuppetshow.co.za/sharing-a-shell/)
06:40:21	917/917	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%226d016baa287640d5c1e96bf4ea3953a6%22	https://thepuppetshow.co.za/sharing-a-shell/feed/	C:/Development/ILS/ThePuppetShow/thepuppetshow.co.za/sharing-a-shell/feed/index.html	(from https://thepuppetshow.co.za/sharing-a-shell/)
06:40:22	46904/46904	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Aug%202015%2008:40:24%20GMT	https://thepuppetshowza.files.wordpress.com/2015/08/crab-and-fish.jpg	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2015/08/crab-and-fish.jpg	(from https://thepuppetshow.co.za/sharing-a-shell/)
06:40:23	15289/15289	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Aug%202015%2008:40:24%20GMT	https://thepuppetshowza.files.wordpress.com/2015/08/crab-and-fish.jpg?w=300&h=208	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2015/08/crab-and-fish3fe4.jpg	(from https://thepuppetshow.co.za/sharing-a-shell/)
06:40:24	34284/34284	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Sep%202015%2010:00:43%20GMT	https://thepuppetshowza.files.wordpress.com/2015/08/anenome-pic.jpg	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2015/08/anenome-pic.jpg	(from https://thepuppetshow.co.za/sharing-a-shell/)
06:40:25	17810/17810	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Sep%202015%2010:00:43%20GMT	https://thepuppetshowza.files.wordpress.com/2015/08/anenome-pic.jpg?w=288&h=300	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2015/08/anenome-pic9a48.jpg	(from https://thepuppetshow.co.za/sharing-a-shell/)
06:40:26	31418/31418	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Sep%202015%2010:02:06%20GMT	https://thepuppetshowza.files.wordpress.com/2015/08/bristle-worm-pic.jpg	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2015/08/bristle-worm-pic.jpg	(from https://thepuppetshow.co.za/sharing-a-shell/)
06:40:27	12328/12328	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Sep%202015%2010:02:06%20GMT	https://thepuppetshowza.files.wordpress.com/2015/08/bristle-worm-pic.jpg?w=135&h=300	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2015/08/bristle-worm-pic0bf6.jpg	(from https://thepuppetshow.co.za/sharing-a-shell/)
06:40:27	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2007%20Aug%202018%2004:40:27%20GMT	https://thepuppetshow.co.za/sharing-a-shell/?share=facebook	C:/Development/ILS/ThePuppetShow/thepuppetshow.co.za/sharing-a-shell/index5a58.html	(from https://thepuppetshow.co.za/sharing-a-shell/)
06:40:27	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2007%20Aug%202018%2004:40:27%20GMT	https://thepuppetshow.co.za/sharing-a-shell/?share=twitter	C:/Development/ILS/ThePuppetShow/thepuppetshow.co.za/sharing-a-shell/index9a7b.html	(from https://thepuppetshow.co.za/sharing-a-shell/)
06:40:28	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2007%20Aug%202018%2004:40:28%20GMT	https://thepuppetshow.co.za/sharing-a-shell/?share=google-plus-1	C:/Development/ILS/ThePuppetShow/thepuppetshow.co.za/sharing-a-shell/index386f.html	(from https://thepuppetshow.co.za/sharing-a-shell/)
06:40:28	23744/23744	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Aug%202018%2004:40:28%20GMT	https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/wordpress_test_cookie=test;%20path=/	C:/Development/ILS/ThePuppetShow/thepuppetshow.co.za/the-green-witch-and-the-golden-apple/wordpress_test_cookie=test;%20path=/index.html	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:28	958/958	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%221bd5ae58b3728b3f9a8a8f4510336969%22	https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/feed/	C:/Development/ILS/ThePuppetShow/thepuppetshow.co.za/the-green-witch-and-the-golden-apple/feed/index.html	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:29	70402/70402	---M--	200	added ('OK')	image/jpeg	date:Sun,%2014%20Dec%202014%2015:43:16%20GMT	https://thepuppetshowza.files.wordpress.com/2014/12/mg_3878.jpg	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2014/12/mg_3878.jpg	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:30	18935/18935	---M--	200	added ('OK')	image/jpeg	date:Sun,%2014%20Dec%202014%2015:43:16%20GMT	https://thepuppetshowza.files.wordpress.com/2014/12/mg_3878.jpg?w=300&h=174	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2014/12/mg_387820ab.jpg	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:31	55832/55832	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Sep%202015%2010:03:39%20GMT	https://thepuppetshowza.files.wordpress.com/2015/08/witch-and-mj-pic.jpg	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2015/08/witch-and-mj-pic.jpg	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:32	16952/16952	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Sep%202015%2010:03:39%20GMT	https://thepuppetshowza.files.wordpress.com/2015/08/witch-and-mj-pic.jpg?w=300&h=206	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2015/08/witch-and-mj-pic4657.jpg	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:33	57671/57671	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Sep%202015%2010:03:12%20GMT	https://thepuppetshowza.files.wordpress.com/2015/08/mom-and-pete-pirate-pic.jpg	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2015/08/mom-and-pete-pirate-pic.jpg	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:33	19485/19485	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Sep%202015%2010:03:12%20GMT	https://thepuppetshowza.files.wordpress.com/2015/08/mom-and-pete-pirate-pic.jpg?w=300&h=242	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2015/08/mom-and-pete-pirate-pice2e9.jpg	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:35	72598/72598	---M--	200	added ('OK')	image/jpeg	date:Sun,%2014%20Dec%202014%2006:10:27%20GMT	https://thepuppetshowza.files.wordpress.com/2014/12/mg_3796.jpg	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2014/12/mg_3796.jpg	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:35	19731/19731	---M--	200	added ('OK')	image/jpeg	date:Sun,%2014%20Dec%202014%2006:10:27%20GMT	https://thepuppetshowza.files.wordpress.com/2014/12/mg_3796.jpg?w=300&h=200	C:/Development/ILS/ThePuppetShow/thepuppetshowza.files.wordpress.com/2014/12/mg_37968fc9.jpg	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:38	29207/29207	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Oct%202017%2020:53:09%20GMT	https://videos.files.wordpress.com/GRWlRZYM/the-green-witch-and-the-golden-apple-trailer_dvd.original.jpg	C:/Development/ILS/ThePuppetShow/videos.files.wordpress.com/GRWlRZYM/the-green-witch-and-the-golden-apple-trailer_dvd.original.jpg	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:43	32227/32227	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Sep%202015%2007:40:48%20GMT	https://videos.files.wordpress.com/GRWlRZYM/the-green-witch-and-the-golden-apple-trailer_dvd.original.jpg?w=646&h=364	C:/Development/ILS/ThePuppetShow/videos.files.wordpress.com/GRWlRZYM/the-green-witch-and-the-golden-apple-trailer_dvd.original10d1.jpg	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:44	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2007%20Aug%202018%2004:40:42%20GMT	https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/?share=google-plus-1	C:/Development/ILS/ThePuppetShow/thepuppetshow.co.za/the-green-witch-and-the-golden-apple/index386f.html	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:44	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2007%20Aug%202018%2004:40:41%20GMT	https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/?share=facebook	C:/Development/ILS/ThePuppetShow/thepuppetshow.co.za/the-green-witch-and-the-golden-apple/index5a58.html	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
06:40:44	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2007%20Aug%202018%2004:40:41%20GMT	https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/?share=twitter	C:/Development/ILS/ThePuppetShow/thepuppetshow.co.za/the-green-witch-and-the-golden-apple/index9a7b.html	(from https://thepuppetshow.co.za/the-green-witch-and-the-golden-apple/)
